City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
13,hermanus,-34.4187,19.2345,21.0,90,58,5.66,ZA,1678837423
14,talaya,61.3833,152.75,-7.44,88,94,2.69,RU,1678837424
15,vardo,70.3705,31.1107,-1.01,80,75,8.23,NO,1678837424
16,san cristobal,7.7669,-72.225,18.1,67,76,0.82,VE,1678837425
17,punta arenas,-53.15,-70.9167,6.06,70,20,8.23,CL,1678837426
18,barrow,71.2906,-156.7887,-26.99,69,0,3.09,US,1678837422
19,ushuaia,-54.8,-68.3,3.81,81,75,9.77,AR,1678837299
20,carlisle,40.2015,-77.1889,1.38,57,90,4.02,US,1678837325
21,houma,29.5958,-90.7195,16.0,48,0,4.12,US,1678837290
22,pattensen,52.2645,9.7644,3.25,78,60,5.89,DE,1678837429
23,rikitea,-23.1203,-134.9692,26.47,69,0,4.51,PF,1678837431
24,airai,-8.9266,125.4092,20.01,68,12,0.55,TL,1678837431
25,crixas,-14.5489,-49.9692,21.82,91,99,1.84,BR,1678837432
26,hithadhoo,-0.6,73.0833,27.42,78,100,5.21,MV,1678837433
27,nizhniy kuranakh,58.8353,125.4869,-12.53,93,100,4.02,RU,1678837434
28,wuwei,37.9281,102.6414,2.19,47,90,1.03,CN,1678837435
29,burnie,-41.0667,145.9167,18.86,70,40,3.04,AU,1678837437
30,saint-philippe,-21.3585,55.7679,24.77,76,67,5.39,RE,1678837297
31,tuktoyaktuk,69.4541,-133.0374,-28.0,76,20,5.14,CA,1678837438
32,talgar,43.3027,77.2395,-2.91,100,40,1.0,KZ,1678837439
33,eirunepe,-6.6603,-69.8736,22.18,98,80,0.27,BR,1678837440
34,bogalusa,30.791,-89.8487,14.3,38,0,2.06,US,1678837441
35,albany,42.6001,-73.9662,0.7,93,100,6.36,US,1678837415
36,kingori,-3.2833,36.9833,21.21,73,20,9.26,TZ,1678837443
37,hobart,-42.8794,147.3294,21.26,57,20,3.6,AU,1678837385
38,atuona,-9.8,-139.0333,27.04,75,87,2.99,PF,1678837444
39,tuatapere,-46.1333,167.6833,17.85,52,65,0.26,NZ,1678837445
40,kapaa,22.0752,-159.319,26.77,87,75,2.57,US,1678837446
41,mataura,-46.1927,168.8643,16.71,65,97,1.1,NZ,1678837447
42,avarua,-21.2078,-159.775,29.03,65,75,4.63,CK,1678837448
43,finnsnes,69.2296,17.9811,-9.58,95,100,1.62,NO,1678837449
44,hasaki,35.7333,140.8333,11.27,56,36,2.88,JP,1678837451
45,tasiilaq,65.6145,-37.6368,-12.91,68,92,2.13,GL,1678837319
46,longyearbyen,78.2186,15.6401,-19.09,65,0,6.17,SJ,1678837362
47,batemans bay,-35.7167,150.1833,21.17,52,62,1.27,AU,1678837453
48,abha,18.2164,42.5053,13.14,94,0,2.57,SA,1678837454
49,kodiak,57.79,-152.4072,-2.27,46,0,4.63,US,1678837455
50,bambous virieux,-20.3428,57.7575,26.14,73,20,1.54,MU,1678837355
51,yulara,-25.2406,130.9889,31.26,19,9,4.19,AU,1678837457
52,tema,5.667,-0.0166,28.15,73,26,4.92,GH,1678837459
53,manosque,43.8288,5.7869,8.09,50,0,9.99,FR,1678837459
54,rebrikha,53.0733,82.3408,-10.59,98,33,2.29,RU,1678837460
55,tiznit,29.5833,-9.5,19.73,38,6,0.45,MA,1678837462
56,mercedes,-34.6515,-59.4307,30.91,57,95,4.36,AR,1678837463
57,jamestown,42.097,-79.2353,-2.23,97,100,8.23,US,1678837345
58,castro,-24.7911,-50.0119,17.58,98,100,2.82,BR,1678837464
59,nyurba,63.2842,118.3319,-19.49,99,97,1.57,RU,1678837465
60,port blair,11.6667,92.75,27.02,78,40,1.03,IN,1678837396
61,mar del plata,-38.0023,-57.5575,22.83,97,75,2.57,AR,1678837212
62,palimbang,6.2106,124.1894,27.71,77,91,0.92,PH,1678837468
63,barcarena,-1.5058,-48.6258,26.03,91,100,1.47,BR,1678837469
64,katsuura,35.1333,140.3,12.41,60,83,2.3,JP,1678837470
65,vaini,-21.2,-175.2,29.09,74,20,5.14,TO,1678837458
66,safaga,26.7292,33.9365,18.2,51,3,6.37,EG,1678837471
67,puerto ayora,-0.7393,-90.3518,26.42,90,83,1.34,EC,1678837327
68,laguna,38.421,-121.4238,18.1,72,100,15.43,US,1678837263
69,deyskoye,43.4755,44.1618,2.08,74,93,1.11,RU,1678837473
70,bauchi,10.5,10.0,21.32,13,0,1.95,NG,1678837474
71,saskylakh,71.9167,114.0833,-22.23,95,96,4.72,RU,1678837475
72,saint-louis,16.3333,-15.0,30.8,28,0,5.11,SN,1678837476
73,kamenka,51.3223,42.7678,0.12,58,15,5.28,RU,1678837476
74,asau,46.4333,26.4,1.51,45,97,1.7,RO,1678837477
75,ormara,25.2088,64.6357,23.9,81,79,2.21,PK,1678837478
76,pevek,69.7008,170.3133,-18.37,88,90,4.99,RU,1678837479
77,fortuna,40.5982,-124.1573,8.29,97,75,6.17,US,1678837480
78,qaanaaq,77.484,-69.3632,-15.77,70,100,1.73,GL,1678837296
79,saint anthony,45.0205,-93.218,-0.03,65,0,9.26,US,1678837482
80,teahupoo,-17.8333,-149.2667,27.98,66,61,3.03,PF,1678837483
81,kohat,33.582,71.4493,17.04,42,41,1.4,PK,1678837449
82,la ronge,55.1001,-105.2842,-10.86,85,100,6.69,CA,1678837485
83,axim,4.8699,-2.2405,26.77,85,9,4.05,GH,1678837486
84,vilhena,-12.7406,-60.1458,22.12,94,75,2.06,BR,1678837486
85,udachnyy,66.4167,112.4,-24.43,98,89,2.86,RU,1678837487
86,tessalit,20.1986,1.0114,26.87,10,75,3.69,ML,1678837488
87,lorengau,-2.0226,147.2712,27.77,78,81,3.07,PG,1678837453
88,bethel,41.3712,-73.414,2.05,87,100,4.12,US,1678837107
89,mpulungu,-8.7623,31.1141,20.84,92,100,0.38,ZM,1678837445
90,butaritari,3.0707,172.7902,27.86,75,16,6.91,KI,1678837461
91,saldanha,-33.0117,17.9442,18.03,91,3,5.31,ZA,1678837491
92,zhoucheng,35.9122,116.3117,8.19,13,57,9.3,CN,1678837492
93,kpandae,8.4689,-0.0113,30.14,40,2,2.44,GH,1678837492
94,arraial do cabo,-22.9661,-42.0278,23.98,88,20,1.54,BR,1678837400
95,busselton,-33.65,115.3333,19.65,80,0,1.95,AU,1678837467
96,kaputa,-8.4689,29.6619,19.7,85,100,1.39,ZM,1678837494
97,vavuniya,8.7514,80.4971,21.17,98,16,1.27,LK,1678837495
98,baghdad,33.3406,44.4009,18.95,82,0,4.63,IQ,1678836905
99,jalu,29.0331,21.5482,14.42,46,2,2.63,LY,1678837496
100,samarai,-10.6167,150.6667,28.91,71,82,1.27,PG,1678837497
101,yellowknife,62.456,-114.3525,-12.71,47,75,7.2,CA,1678837424
102,kudligi,14.9,76.3833,25.05,47,73,4.96,IN,1678837498
103,stromness,58.965,-3.296,2.71,72,99,11.62,GB,1678837499
104,sosnogorsk,63.6023,53.8817,-2.98,94,100,6.29,RU,1678837500
105,sorland,67.667,12.6934,0.51,56,100,9.4,NO,1678837500
106,port huron,42.9709,-82.4249,-0.87,63,0,6.17,US,1678837214
107,sao filipe,14.8961,-24.4956,23.75,66,0,4.57,CV,1678837311
108,port alfred,-33.5906,26.891,21.21,96,19,0.89,ZA,1678837456
109,dunedin,-45.8742,170.5036,16.43,65,99,2.13,NZ,1678837486
110,chara,56.9064,118.2631,-16.37,84,92,0.17,RU,1678837503
111,oriximina,-1.7656,-55.8661,25.11,81,65,1.41,BR,1678837504
112,victoria,22.2855,114.1577,20.21,84,67,5.81,HK,1678837378
113,lisala,2.15,21.5167,21.04,92,100,0.77,CD,1678837506
114,paamiut,61.994,-49.6678,-2.84,96,100,4.16,GL,1678837507
115,hamilton,39.1834,-84.5333,2.47,58,20,5.14,US,1678837224
116,bilma,18.6853,12.9164,23.23,15,0,3.92,NE,1678837512
117,chuy,-33.6971,-53.4616,24.27,88,1,6.13,UY,1678837324
118,tiksi,71.6872,128.8694,-21.45,100,83,1.74,RU,1678837279
119,jacareacanga,-6.2222,-57.7528,22.48,99,100,0.39,BR,1678837517
120,puerto baquerizo moreno,-0.9,-89.6,26.46,75,44,2.53,EC,1678837519
121,prachuap khiri khan,12.2167,99.75,24.27,81,33,1.02,TH,1678837472
122,ancud,-41.8697,-73.8203,13.94,95,100,5.11,CL,1678837520
123,cabo san lucas,22.8909,-109.9124,27.51,52,0,2.57,MX,1678837269
124,yar-sale,66.8333,70.8333,-8.33,85,20,7.18,RU,1678837359
125,maragogi,-9.0122,-35.2225,26.32,78,98,3.76,BR,1678837522
126,porto belo,-27.1578,-48.5531,24.97,89,72,3.27,BR,1678837523
127,porlamar,10.958,-63.8491,24.62,82,88,7.89,VE,1678837524
128,hilo,19.7297,-155.09,30.85,58,0,5.66,US,1678837290
129,dikson,73.5069,80.5464,-7.28,92,86,14.44,RU,1678837314
130,pustoshka,56.3355,29.369,2.68,100,100,5.01,RU,1678837526
131,kabalo,-6.05,26.9167,19.01,95,100,0.79,CD,1678837527
132,belaya gora,68.5333,146.4167,-18.19,94,95,0.7,RU,1678837528
133,mahebourg,-20.4081,57.7,26.16,73,20,1.54,MU,1678837284
134,muli,2.9167,73.5667,27.66,77,61,4.45,MV,1678837529
135,port shepstone,-30.7414,30.455,22.25,88,99,5.46,ZA,1678837276
136,siraha,26.6541,86.2087,19.56,33,29,1.26,NP,1678837530
137,port moresby,-9.4431,147.1797,27.68,74,40,3.6,PG,1678837532
138,clyde river,70.4692,-68.5914,-26.87,76,20,1.54,CA,1678837533
139,raudeberg,61.9875,5.1352,-1.14,39,99,5.65,NO,1678837534
140,gat,31.61,34.7642,14.11,100,75,3.43,IL,1678837535
141,noumea,-22.2763,166.4572,30.99,99,24,4.84,NC,1678836995
142,valparaiso,-33.0393,-71.6273,20.13,63,0,2.57,CL,1678837497
143,coihaique,-45.5752,-72.0662,11.97,66,75,3.6,CL,1678837537
144,san francisco de becerra,14.6333,-86.1,23.04,85,61,1.89,HN,1678837538
145,luderitz,-26.6481,15.1594,15.78,85,0,5.25,NA,1678837363
146,oudtshoorn,-33.5907,22.2014,18.2,64,3,0.68,ZA,1678837540
147,norman wells,65.282,-126.8329,-19.98,59,20,5.14,CA,1678837386
148,port elizabeth,-33.918,25.5701,23.39,99,56,3.13,ZA,1678837482
149,taoudenni,22.6783,-3.9836,27.46,10,74,4.43,ML,1678837542
150,meulaboh,4.1363,96.1285,24.73,84,98,1.19,ID,1678837512
151,hay river,60.8156,-115.7999,-16.01,72,75,7.2,CA,1678837544
152,carnarvon,-24.8667,113.6333,26.55,61,0,8.78,AU,1678837477
153,hervey bay,-25.2986,152.8535,25.98,76,30,0.61,AU,1678837545
154,kiruna,67.8557,20.2251,-8.49,86,100,5.66,SE,1678837547
155,portland,45.5234,-122.6762,12.77,56,20,4.12,US,1678837004
156,ilulissat,69.2167,-51.1,-10.99,62,75,1.03,GL,1678837485
157,marawi,7.9986,124.2928,22.25,83,99,0.42,PH,1678837484
158,rio cuarto,-33.1307,-64.3499,22.87,73,0,3.09,AR,1678837549
159,nanortalik,60.1432,-45.2371,-4.49,82,63,2.16,GL,1678837550
160,saint-francois,46.4154,3.9054,4.69,75,0,3.09,FR,1678837375
161,upernavik,72.7868,-56.1549,-18.27,69,100,1.86,GL,1678837353
162,mbanza-ngungu,-5.25,14.8667,19.81,96,100,0.92,CD,1678837553
163,pochutla,15.7432,-96.4661,29.34,60,2,3.46,MX,1678837554
164,kalemie,-5.9475,29.1947,19.83,86,100,1.82,CD,1678837555
165,bayanday,53.0661,105.5139,-14.21,98,99,1.44,RU,1678837555
166,comodoro rivadavia,-45.8667,-67.5,24.92,29,0,6.69,AR,1678837209
167,laela,-8.5667,32.05,16.12,98,100,0.61,TZ,1678837557
168,wanning,18.8003,110.3967,22.08,79,63,2.08,CN,1678837560
169,lebu,-37.6167,-73.65,14.55,87,40,4.22,CL,1678837561
170,watsa,3.0372,29.5355,17.22,92,94,1.19,CD,1678837562
171,batagay-alyta,67.8006,130.4114,-20.98,63,84,1.16,RU,1678837564
172,esperance,-33.8667,121.9,21.02,67,10,3.26,AU,1678837565
173,sladkovo,55.5284,70.3385,-3.69,95,100,9.73,RU,1678837566
174,lixourion,38.2019,20.4314,12.7,86,99,5.95,GR,1678837567
175,najran,17.4924,44.1277,19.36,56,71,0.53,SA,1678837568
176,kavieng,-2.5744,150.7967,28.21,72,100,1.91,PG,1678837534
177,rameswaram,9.2833,79.3,26.49,81,5,4.98,IN,1678837570
178,torbay,47.6666,-52.7314,-1.9,89,75,4.63,CA,1678837479
179,nieuw amsterdam,5.8833,-55.0833,26.01,78,20,2.57,SR,1678837572
180,provideniya,64.3833,-173.3,-11.94,48,0,7.15,RU,1678837356
181,shache,38.4167,77.2406,9.12,30,70,3.27,CN,1678837574
182,ust-kut,56.7938,105.7672,-25.96,100,100,0.02,RU,1678837574
183,yeppoon,-23.1333,150.7333,29.88,74,13,2.72,AU,1678837575
184,phalaborwa,-23.943,31.1411,21.6,95,3,2.65,ZA,1678837576
185,itarema,-2.9248,-39.9167,25.44,81,100,1.62,BR,1678837373
186,muros,42.7762,-9.0603,12.27,93,46,2.06,ES,1678837501
187,tukrah,32.5341,20.5791,11.86,81,7,4.36,LY,1678837577
188,canakkale,40.0833,26.8333,-0.68,84,1,0.86,TR,1678837578
189,georgetown,5.4112,100.3354,25.96,78,20,2.06,MY,1678837427
190,cape town,-33.9258,18.4232,21.32,87,0,10.29,ZA,1678836901
191,zhigansk,66.7697,123.3711,-20.64,100,100,4.54,RU,1678837580
192,victor harbor,-35.5667,138.6167,23.09,41,39,1.09,AU,1678837399
193,sioux lookout,50.1001,-91.917,1.04,32,40,5.66,CA,1678837581
194,narsaq,60.9167,-46.05,-1.88,73,90,3.17,GL,1678837582
195,barre,44.197,-72.5021,0.7,71,100,5.66,US,1678837333
196,san patricio,28.017,-97.5169,19.05,70,100,5.68,US,1678837583
197,ahuimanu,21.4447,-157.8378,26.84,86,75,4.12,US,1678837584
198,baykit,61.67,96.37,-13.69,99,100,1.38,RU,1678837586
199,mayo,38.8876,-76.5119,3.39,49,40,9.26,US,1678837496
200,labrea,-7.2586,-64.7981,23.07,97,79,1.09,BR,1678837589
201,constitucion,-35.3333,-72.4167,14.34,71,0,2.7,CL,1678837590
202,tigil,57.8,158.6667,-2.23,93,100,1.58,RU,1678837591
203,okhotsk,59.3833,143.3,-2.61,91,99,6.92,RU,1678837591
204,ribeira grande,38.5167,-28.7,14.87,93,100,5.81,PT,1678837283
205,soe,-9.8607,124.284,23.04,69,5,0.5,ID,1678837593
206,sola,-13.8833,167.55,28.06,74,87,5.87,VU,1678837594
207,lasa,46.6166,10.7002,4.49,94,81,3.88,IT,1678837595
208,teberda,43.4456,41.7448,6.44,70,64,3.01,RU,1678837596
209,boyolangu,-8.1181,111.8935,24.69,83,76,0.51,ID,1678837596
